movie_id,title,release_date,unknown,Action,Adventure,Animation,Children's,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,ratings_average,ratings_count,price,buy_probability
1191,"Letter From Death Row, A (1998)",1998-02-01,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.333333333333333,3,8.0,0.19999999999999996
64,"Shawshank Redemption, The (1994)",1994-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.445229681978798,283,8.0,0.19999999999999996
408,"Close Shave, A (1995)",1996-04-28,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4.491071428571429,112,8.0,0.19999999999999996
169,"Wrong Trousers, The (1993)",1993-01-01,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.466101694915254,118,8.0,0.19999999999999996
318,Schindler's List (1993),1993-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.466442953020135,298,8.0,0.19999999999999996
313,Titanic (1997),1997-01-01,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4.2457142857142856,350,8.0,0.19999999999999996
315,Apt Pupil (1998),1998-10-23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4.1,160,8.0,0.19999999999999996
302,L.A. Confidential (1997),1997-01-01,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,4.161616161616162,297,8.0,0.19999999999999996
1396,Stonewall (1995),1996-07-26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.2,5,8.0,0.19999999999999996
1007,Waiting for Guffman (1996),1997-01-31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.127659574468085,47,8.0,0.19999999999999996
272,Good Will Hunting (1997),1997-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.262626262626263,198,8.0,0.19999999999999996
100,Fargo (1996),1997-02-14,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,4.155511811023622,508,8.0,0.19999999999999996
251,Shall We Dance? (1996),1997-07-11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.260869565217392,46,8.0,0.19999999999999996
113,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",1996-04-19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.111111111111111,9,8.0,0.19999999999999996
114,Wallace & Gromit: The Best of Aardman Animation (1996),1996-04-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.447761194029851,67,8.0,0.19999999999999996
223,Sling Blade (1996),1996-11-22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4.198529411764706,136,8.0,0.19999999999999996
316,As Good As It Gets (1997),1997-12-23,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4.196428571428571,112,8.0,0.19999999999999996
285,Secrets & Lies (1996),1996-10-04,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.265432098765432,162,8.0,0.19999999999999996
1251,A Chef in Love (1996),1997-04-25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.125,8,8.0,0.19999999999999996
23,Taxi Driver (1976),1996-02-16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4.1208791208791204,182,8.0,0.19999999999999996
12,"Usual Suspects, The (1995)",1995-08-14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4.385767790262173,267,8.0,0.19999999999999996
22,Braveheart (1995),1996-02-16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.151515151515151,297,8.0,0.19999999999999996
963,Some Folks Call It a Sling Blade (1993),1993-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4.2926829268292686,41,8.0,0.19999999999999996
268,Chasing Amy (1997),1997-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.792156862745098,255,7.0,0.29999999999999993
813,"Celluloid Closet, The (1995)",1996-03-15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.892857142857143,56,7.0,0.29999999999999993
224,Ridicule (1996),1996-11-27,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.7045454545454546,44,7.0,0.29999999999999993
1482,"Gate of Heavenly Peace, The (1995)",1996-05-10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0,1,7.0,0.29999999999999993
275,Sense and Sensibility (1995),1995-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4.0111940298507465,268,7.0,0.29999999999999993
1466,Margaret's Museum (1995),1995-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.0,6,7.0,0.29999999999999993
1462,"Thieves (Voleurs, Les) (1996)",1996-12-25,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,3.7142857142857144,7,7.0,0.29999999999999993
237,Jerry Maguire (1996),1996-12-13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.7109375,384,7.0,0.29999999999999993
242,Kolya (1996),1997-01-24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9914529914529915,117,7.0,0.29999999999999993
847,Looking for Richard (1996),1996-10-11,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3.727272727272727,55,7.0,0.29999999999999993
269,"Full Monty, The (1997)",1997-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.926984126984127,315,7.0,0.29999999999999993
246,Chasing Amy (1997),1997-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.935483870967742,124,7.0,0.29999999999999993
811,Thirty-Two Short Films About Glenn Gould (1993),1993-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.9444444444444446,18,7.0,0.29999999999999993
863,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",1996-11-08,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.9166666666666665,24,7.0,0.29999999999999993
850,"Perfect Candidate, A (1996)",1996-09-27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0,4,7.0,0.29999999999999993
253,"Pillow Book, The (1995)",1997-06-13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.6923076923076925,26,7.0,0.29999999999999993
853,Braindead (1992),1992-01-01,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3.857142857142857,14,7.0,0.29999999999999993
257,Men in Black (1997),1997-07-04,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3.745874587458746,303,7.0,0.29999999999999993
258,Contact (1997),1997-07-11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3.8035363457760316,509,7.0,0.29999999999999993
1428,SubUrbia (1997),1997-02-07,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6666666666666665,12,7.0,0.29999999999999993
262,In the Company of Men (1997),1997-08-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.712121212121212,66,7.0,0.29999999999999993
248,Grosse Pointe Blank (1997),1997-04-11,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3.675,160,7.0,0.29999999999999993
533,"Daytrippers, The (1996)",1997-03-21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.6666666666666665,15,7.0,0.29999999999999993
694,Persuasion (1995),1995-09-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.045454545454546,44,7.0,0.29999999999999993
1492,Window to Paris (1994),1994-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,1,7.0,0.29999999999999993
150,Swingers (1996),1996-10-18,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3.828025477707006,157,7.0,0.29999999999999993
1525,"Object of My Affection, The (1998)",1998-03-20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4.0,1,7.0,0.29999999999999993
736,Shadowlands (1993),1993-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.9358974358974357,78,7.0,0.29999999999999993
156,Reservoir Dogs (1992),1992-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.9864864864864864,148,7.0,0.29999999999999993
1516,"Wedding Gift, The (1994)",1994-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.0,3,7.0,0.29999999999999993
1515,Wings of Courage (1995),1995-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.0,1,7.0,0.29999999999999993
166,Manon of the Spring (Manon des sources) (1986),1986-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.120689655172414,58,7.0,0.29999999999999993
1512,"World of Apu, The (Apur Sansar) (1959)",1996-04-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.0,6,7.0,0.29999999999999993
735,Philadelphia (1993),1993-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.854014598540146,137,7.0,0.29999999999999993
170,Cinema Paradiso (1988),1988-01-01,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,4.1735537190082646,121,7.0,0.29999999999999993
173,"Princess Bride, The (1987)",1987-01-01,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4.172839506172839,324,7.0,0.29999999999999993
181,Return of the Jedi (1983),1997-03-14,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,4.007889546351085,507,7.0,0.29999999999999993
182,GoodFellas (1990),1990-01-01,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.9513274336283186,226,7.0,0.29999999999999993
711,"Substance of Fire, The (1996)",1996-12-06,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.0,1,7.0,0.29999999999999993
1505,Killer: A Journal of Murder (1995),1996-09-06,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.0,1,7.0,0.29999999999999993
189,"Grand Day Out, A (1992)",1992-01-01,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.106060606060606,66,7.0,0.29999999999999993
190,Henry V (1989),1989-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.137096774193548,124,7.0,0.29999999999999993
198,Nikita (La Femme Nikita) (1990),1990-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.0078740157480315,127,7.0,0.29999999999999993
709,Strictly Ballroom (1992),1992-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4.028846153846154,104,7.0,0.29999999999999993
707,Enchanted April (1991),1991-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.9285714285714284,70,7.0,0.29999999999999993
1498,Farmer & Chase (1995),1997-01-10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,1,7.0,0.29999999999999993
701,"Wonderful, Horrible Life of Leni Riefenstahl, The (1993)",1993-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0,10,7.0,0.29999999999999993
203,Unforgiven (1992),1992-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.868131868131868,182,7.0,0.29999999999999993
221,Breaking the Waves (1996),1996-11-15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.72972972972973,74,7.0,0.29999999999999993
282,"Time to Kill, A (1996)",1996-07-13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.685344827586207,232,7.0,0.29999999999999993
867,"Whole Wide World, The (1996)",1996-12-25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.0,6,7.0,0.29999999999999993
868,Hearts and Minds (1996),1997-01-10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.8,5,7.0,0.29999999999999993
1158,"Fille seule, La (A Single Girl) (1995)",1996-10-30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.0,4,7.0,0.29999999999999993
1144,"Quiet Room, The (1996)",1997-05-02,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.6666666666666665,3,7.0,0.29999999999999993
1143,Hard Eight (1996),1997-02-28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4.0,15,7.0,0.29999999999999993
1142,When We Were Kings (1996),1997-02-14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.045454545454546,44,7.0,0.29999999999999993
1137,Beautiful Thing (1996),1996-10-09,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.9655172413793105,29,7.0,0.29999999999999993
923,Raise the Red Lantern (1991),1991-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.155172413793103,58,7.0,0.29999999999999993
1131,Safe (1995),1995-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.0,13,7.0,0.29999999999999993
1130,Jupiter's Wife (1994),1996-02-09,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0,1,7.0,0.29999999999999993
1121,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",1996-04-05,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3.761904761904762,21,7.0,0.29999999999999993
459,"Cry, the Beloved Country (1995)",1995-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.75,24,7.0,0.29999999999999993
1169,Fresh (1994),1994-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.1,10,7.0,0.29999999999999993
463,"Secret of Roan Inish, The (1994)",1994-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.859154929577465,71,7.0,0.29999999999999993
1084,Anne Frank Remembered (1995),1996-02-23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.857142857142857,21,7.0,0.29999999999999993
1080,Celestial Clockwork (1994),1996-07-12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,2,7.0,0.29999999999999993
1073,Shallow Grave (1994),1994-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.8181818181818183,66,7.0,0.29999999999999993
936,Brassed Off (1996),1997-06-13,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,3.9375,32,7.0,0.29999999999999993
1070,Living in Oblivion (1995),1995-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.740740740740741,27,7.0,0.29999999999999993
500,Fly Away Home (1996),1996-09-13,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.903225806451613,31,7.0,0.29999999999999993
1062,Four Days in September (1997),1998-01-23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.75,12,7.0,0.29999999999999993
958,To Live (Huozhe) (1994),1994-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.7857142857142856,14,7.0,0.29999999999999993
1039,Hamlet (1996),1997-01-24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.011111111111111,90,7.0,0.29999999999999993
531,Shine (1996),1996-11-22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.9224806201550386,129,7.0,0.29999999999999993
475,Trainspotting (1996),1996-07-19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.884,250,7.0,0.29999999999999993
283,Emma (1996),1996-08-02,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.7175141242937855,177,7.0,0.29999999999999993
922,Dead Man (1995),1996-05-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.823529411764706,34,7.0,0.29999999999999993
1193,Before the Rain (Pred dozhdot) (1994),1994-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.8,10,7.0,0.29999999999999993
651,Glory (1989),1989-01-01,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.076023391812866,171,7.0,0.29999999999999993
292,Rosewood (1997),1997-02-21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.6666666666666665,114,7.0,0.29999999999999993
293,Donnie Brasco (1997),1997-02-28,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.802721088435374,147,7.0,0.29999999999999993
297,Ulee's Gold (1997),1997-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.96,50,7.0,0.29999999999999993
298,Face/Off (1997),1997-06-27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3.768041237113402,194,7.0,0.29999999999999993
896,"Sweet Hereafter, The (1997)",1997-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.772727272727273,44,7.0,0.29999999999999993
303,Ulee's Gold (1997),1997-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.6865671641791047,134,7.0,0.29999999999999993
306,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",1997-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.9479166666666665,96,7.0,0.29999999999999993
311,"Wings of the Dove, The (1997)",1997-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,3.68,75,7.0,0.29999999999999993
634,Microcosmos: Le peuple de l'herbe (1996),1996-10-11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.75,24,7.0,0.29999999999999993
921,Farewell My Concubine (1993),1993-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.9782608695652173,46,7.0,0.29999999999999993
317,In the Name of the Father (1993),1993-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.911764705882353,102,7.0,0.29999999999999993
320,Paradise Lost: The Child Murders at Robin Hood Hills (1996),1996-12-06,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.05,20,7.0,0.29999999999999993
1367,Faust (1994),1994-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,5,7.0,0.29999999999999993
1533,I Don't Want to Talk About It (De eso no se habla) (1993),1993-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.0,1,7.0,0.29999999999999993
902,"Big Lebowski, The (1998)",1997-12-26,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,3.8333333333333335,42,7.0,0.29999999999999993
1243,Night Flier (1997),1998-02-06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.7142857142857144,7,7.0,0.29999999999999993
1235,"Big Bang Theory, The (1994)",1994-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0,1,7.0,0.29999999999999993
909,Dangerous Beauty (1998),1998-01-23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.769230769230769,13,7.0,0.29999999999999993
915,Primary Colors (1998),1998-03-20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.923076923076923,13,7.0,0.29999999999999993
1194,Once Were Warriors (1994),1994-01-01,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.064516129032258,31,7.0,0.29999999999999993
919,"City of Lost Children, The (1995)",1995-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.7916666666666665,96,7.0,0.29999999999999993
900,Kundun (1997),1997-12-25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.6904761904761907,42,7.0,0.29999999999999993
344,"Apostle, The (1997)",1997-12-18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.6545454545454548,55,7.0,0.29999999999999993
1,Toy Story (1995),1995-01-01,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8783185840707963,452,7.0,0.29999999999999993
56,Pulp Fiction (1994),1994-01-01,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.060913705583756,394,7.0,0.29999999999999993
69,Forrest Gump (1994),1994-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3.853582554517134,321,7.0,0.29999999999999993
71,"Lion King, The (1994)",1994-01-01,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.7818181818181817,220,7.0,0.29999999999999993
1629,Nico Icon (1995),1995-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0,2,7.0,0.29999999999999993
79,"Fugitive, The (1993)",1993-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.044642857142857,336,7.0,0.29999999999999993
83,Much Ado About Nothing (1993),1993-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4.0625,176,7.0,0.29999999999999993
1625,Nightwatch (1997),1997-04-22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4.0,1,7.0,0.29999999999999993
86,"Remains of the Day, The (1993)",1993-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.94,150,7.0,0.29999999999999993
87,Searching for Bobby Fischer (1993),1993-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.9057971014492754,138,7.0,0.29999999999999993
1636,Brothers in Trouble (1995),1996-04-26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.0,1,7.0,0.29999999999999993
1623,"Cérémonie, La (1995)",1996-12-20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.0,3,7.0,0.29999999999999993
96,Terminator 2: Judgment Day (1991),1991-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4.0067796610169495,295,7.0,0.29999999999999993
98,"Silence of the Lambs, The (1991)",1991-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4.28974358974359,390,7.0,0.29999999999999993
1616,Desert Winds (1995),1995-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.0,1,7.0,0.29999999999999993
1613,Tokyo Fist (1995),1998-02-11,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.0,1,7.0,0.29999999999999993
1612,"Leading Man, The (1996)",1998-01-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.75,4,7.0,0.29999999999999993
115,"Haunted World of Edward D. Wood Jr., The (1995)",1996-04-26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.7333333333333334,15,7.0,0.29999999999999993
116,Cold Comfort Farm (1995),1996-04-23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.824,125,7.0,0.29999999999999993
117,"Rock, The (1996)",1996-06-07,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.693121693121693,378,7.0,0.29999999999999993
93,Welcome to the Dollhouse (1995),1996-05-24,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3.7232142857142856,112,7.0,0.29999999999999993
61,Three Colors: White (1994),1994-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.864406779661017,59,7.0,0.29999999999999993
60,Three Colors: Blue (1993),1993-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.015625,64,7.0,0.29999999999999993
59,Three Colors: Red (1994),1994-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.0602409638554215,83,7.0,0.29999999999999993
